"GBA-Nationaliteitentabel (tabel 32)",,"GBA-Landentabel (tabel 34)",,"Landnaam in xpert burgerzaken","5. Afstamming uit landeninformatie","ID afstamming","10. Nationaliteit uit landeninformatie","ID Nationaliteit uit landeninformatie","6. Naam uit landeninformatie","ID Naam uit landeninformatie","8. Huwelijk uit landeninformatie","ID Huwelijk uit landeninformatie","11.Legalisatie","ID Legalisatie","4.Meerderjarigheid","ID Meerderjarigheid","7.Overlijden","ID Overlijden","9.Nationaliteitswetten","ID Nationaliteitswetten","13 ambassades","ID ambassades",
"Code","Omschrijving","Code","Omschrijving",,"url","ID","url","ID Nationaliteit uit landeninformatie","url","id ",,"id  ",,"id  ",,,,,,,,,
333,"Katarese",9037,"Katar","Qatar","http://portal.xpertburgerzaken.nl/doc/358243",358243,"http://portal.xpertburgerzaken.nl/doc/267561",267561,"http://portal.xpertburgerzaken.nl/doc/358261",358261,"http://portal.xpertburgerzaken.nl/doc/358271",358271,"http://portal.xpertburgerzaken.nl/doc/311006",311006,"http://portal.xpertburgerzaken.nl/doc/267559",267559,"http://portal.xpertburgerzaken.nl/doc/267563",267563,"http://portal.xpertburgerzaken.nl/doc/275717",275717,"http://portal.xpertburgerzaken.nl/doc/340043",340043,
74,"Roemeense",7047,"Roemenië","Roemenië","http://portal.xpertburgerzaken.nl/doc/358289",358289,"http://portal.xpertburgerzaken.nl/doc/267575",267575,"http://portal.xpertburgerzaken.nl/doc/358306",358306,"http://portal.xpertburgerzaken.nl/doc/358316",358316,"http://portal.xpertburgerzaken.nl/doc/311192",311192,"http://portal.xpertburgerzaken.nl/doc/267573",267573,"http://portal.xpertburgerzaken.nl/doc/267577",267577,"http://portal.xpertburgerzaken.nl/doc/280041",280041,"http://portal.xpertburgerzaken.nl/doc/339764",339764,
41,"Burger van Rusland",5053,"Rusland","Rusland","http://portal.xpertburgerzaken.nl/doc/360965",360965,"http://portal.xpertburgerzaken.nl/doc/267588",267588,"http://portal.xpertburgerzaken.nl/doc/360982",360982,"http://portal.xpertburgerzaken.nl/doc/360992",360992,"http://portal.xpertburgerzaken.nl/doc/326261",326261,"http://portal.xpertburgerzaken.nl/doc/267586",267586,"http://portal.xpertburgerzaken.nl/doc/267590",267590,"http://portal.xpertburgerzaken.nl/doc/280101",280101,"http://portal.xpertburgerzaken.nl/doc/339767",339767,
143,"Rwandese",6009,"Rwanda","Rwanda","http://portal.xpertburgerzaken.nl/doc/358334",358334,"http://portal.xpertburgerzaken.nl/doc/267600",267600,"http://portal.xpertburgerzaken.nl/doc/358350",358350,"http://portal.xpertburgerzaken.nl/doc/358360",358360,"http://portal.xpertburgerzaken.nl/doc/311199",311199,"http://portal.xpertburgerzaken.nl/doc/267599",267599,"http://portal.xpertburgerzaken.nl/doc/267603",267603,"http://portal.xpertburgerzaken.nl/doc/280213",280213,"http://portal.xpertburgerzaken.nl/doc/339770",339770,
447,"Sintluciaanse",8029,"Sint Lucia","Saint Lucia","http://portal.xpertburgerzaken.nl/doc/358423",358423,"http://portal.xpertburgerzaken.nl/doc/267614",267614,"http://portal.xpertburgerzaken.nl/doc/358440",358440,"http://portal.xpertburgerzaken.nl/doc/358450",358450,"http://portal.xpertburgerzaken.nl/doc/326480",326480,"http://portal.xpertburgerzaken.nl/doc/267612",267612,"http://portal.xpertburgerzaken.nl/doc/267616",267616,"http://portal.xpertburgerzaken.nl/doc/281033",281033,"http://portal.xpertburgerzaken.nl/doc/339776",339776,
,,,,"Saint Kitts-Nevis","http://portal.xpertburgerzaken.nl/doc/358378",358378,"http://portal.xpertburgerzaken.nl/doc/315141/roemenie---thailand/saint-kitts-nevis/10-commentaar-nationaliteit",315141,"http://portal.xpertburgerzaken.nl/doc/358395",358395,"http://portal.xpertburgerzaken.nl/doc/358405",358405,"http://portal.xpertburgerzaken.nl/doc/311201",311201,"http://portal.xpertburgerzaken.nl/doc/315139",315139,"http://portal.xpertburgerzaken.nl/doc/315143",315143,"http://portal.xpertburgerzaken.nl/doc/280346",280346,"http://portal.xpertburgerzaken.nl/doc/339773",339773,
442,"Solomoneilandse",8022,"Solomoneilanden","Salomonseilanden","http://portal.xpertburgerzaken.nl/doc/358512",358512,"http://portal.xpertburgerzaken.nl/doc/267640",267640,"http://portal.xpertburgerzaken.nl/doc/358530",358530,"http://portal.xpertburgerzaken.nl/doc/358540",358540,"http://portal.xpertburgerzaken.nl/doc/311245",311245,"http://portal.xpertburgerzaken.nl/doc/267638",267638,"http://portal.xpertburgerzaken.nl/doc/267642",267642,"http://portal.xpertburgerzaken.nl/doc/281242",281242,"http://portal.xpertburgerzaken.nl/doc/339818",339818,
404,"Westsamoaanse",6062,"Westsamoa","Samoa","http://portal.xpertburgerzaken.nl/doc/358558",358558,"http://portal.xpertburgerzaken.nl/doc/267653",267653,"http://portal.xpertburgerzaken.nl/doc/358575",358575,"http://portal.xpertburgerzaken.nl/doc/358585",358585,"http://portal.xpertburgerzaken.nl/doc/311205",311205,"http://portal.xpertburgerzaken.nl/doc/267651",267651,"http://portal.xpertburgerzaken.nl/doc/267655",267655,"http://portal.xpertburgerzaken.nl/doc/280393",280393,"http://portal.xpertburgerzaken.nl/doc/339778",339778,
76,"Sanmarinese",6028,"San Marino","San Marino","http://portal.xpertburgerzaken.nl/doc/358603",358603,"http://portal.xpertburgerzaken.nl/doc/267666",267666,"http://portal.xpertburgerzaken.nl/doc/358619",358619,"http://portal.xpertburgerzaken.nl/doc/358629",358629,"http://portal.xpertburgerzaken.nl/doc/311208",311208,"http://portal.xpertburgerzaken.nl/doc/267664",267664,"http://portal.xpertburgerzaken.nl/doc/267668",267668,"http://portal.xpertburgerzaken.nl/doc/280462",280462,"http://portal.xpertburgerzaken.nl/doc/339781",339781,
334,"Saoediarabische",5018,"Saoediarabië","Saoedie-Arabië","http://portal.xpertburgerzaken.nl/doc/358676",358676,"http://portal.xpertburgerzaken.nl/doc/267679",267679,"http://portal.xpertburgerzaken.nl/doc/358692",358692,"http://portal.xpertburgerzaken.nl/doc/358702",358702,"http://portal.xpertburgerzaken.nl/doc/311213",311213,"http://portal.xpertburgerzaken.nl/doc/267677",267677,"http://portal.xpertburgerzaken.nl/doc/267681",267681,"http://portal.xpertburgerzaken.nl/doc/280559",280559,"http://portal.xpertburgerzaken.nl/doc/339787",339787,
,,,,"São Tomé en Príncipe","http://portal.xpertburgerzaken.nl/doc/358647",358647,"http://portal.xpertburgerzaken.nl/doc/315154/roemenie---thailand/sao-tome-en-principe/10-commentaar-nationaliteit",315154,"http://portal.xpertburgerzaken.nl/doc/315155",315155,"http://portal.xpertburgerzaken.nl/doc/358664",358664,"http://portal.xpertburgerzaken.nl/doc/311211",311211,"http://portal.xpertburgerzaken.nl/doc/315152",315152,"http://portal.xpertburgerzaken.nl/doc/315156",315156,"http://portal.xpertburgerzaken.nl/doc/280508",280508,"http://portal.xpertburgerzaken.nl/doc/339784",339784,
145,"Senegalese",7021,"Senegal","Senegal","http://portal.xpertburgerzaken.nl/doc/358720",358720,"http://portal.xpertburgerzaken.nl/doc/267692",267692,"http://portal.xpertburgerzaken.nl/doc/358736",358736,"http://portal.xpertburgerzaken.nl/doc/358746",358746,"http://portal.xpertburgerzaken.nl/doc/311215",311215,"http://portal.xpertburgerzaken.nl/doc/267690",267690,"http://portal.xpertburgerzaken.nl/doc/267694",267694,"http://portal.xpertburgerzaken.nl/doc/280593",280593,"http://portal.xpertburgerzaken.nl/doc/339788",339788,
454,"Burger van Servië",5103,"Servië","Servië","http://portal.xpertburgerzaken.nl/doc/358764",358764,"http://portal.xpertburgerzaken.nl/doc/267705",267705,"http://portal.xpertburgerzaken.nl/doc/358781",358781,"http://portal.xpertburgerzaken.nl/doc/358791",358791,"http://portal.xpertburgerzaken.nl/doc/311218",311218,"http://portal.xpertburgerzaken.nl/doc/267703",267703,"http://portal.xpertburgerzaken.nl/doc/267707",267707,"http://portal.xpertburgerzaken.nl/doc/280679",280679,"http://portal.xpertburgerzaken.nl/doc/339791",339791,
444,"Seychelse",8026,"Seychellen","Seychellen (Republiek de Seychellen)","http://portal.xpertburgerzaken.nl/doc/358811",358811,"http://portal.xpertburgerzaken.nl/doc/267718",267718,"http://portal.xpertburgerzaken.nl/doc/358828",358828,"http://portal.xpertburgerzaken.nl/doc/358838",358838,"http://portal.xpertburgerzaken.nl/doc/311221",311221,"http://portal.xpertburgerzaken.nl/doc/267716",267716,"http://portal.xpertburgerzaken.nl/doc/267720",267720,"http://portal.xpertburgerzaken.nl/doc/280850",280850,"http://portal.xpertburgerzaken.nl/doc/339794",339794,
147,"Sierraleoonse",6051,"Sierra Leone","Sierra Leone","http://portal.xpertburgerzaken.nl/doc/358856",358856,"http://portal.xpertburgerzaken.nl/doc/267731",267731,"http://portal.xpertburgerzaken.nl/doc/358872",358872,"http://portal.xpertburgerzaken.nl/doc/358882",358882,"http://portal.xpertburgerzaken.nl/doc/311223",311223,"http://portal.xpertburgerzaken.nl/doc/267729",267729,"http://portal.xpertburgerzaken.nl/doc/267733",267733,"http://portal.xpertburgerzaken.nl/doc/280873",280873,"http://portal.xpertburgerzaken.nl/doc/339797",339797,
335,"Singaporaanse",5037,"Singapore","Singapore","http://portal.xpertburgerzaken.nl/doc/358901",358901,"http://portal.xpertburgerzaken.nl/doc/267744",267744,"http://portal.xpertburgerzaken.nl/doc/358917",358917,"http://portal.xpertburgerzaken.nl/doc/358927",358927,"http://portal.xpertburgerzaken.nl/doc/311225",311225,"http://portal.xpertburgerzaken.nl/doc/267742",267742,"http://portal.xpertburgerzaken.nl/doc/267746",267746,"http://portal.xpertburgerzaken.nl/doc/280957",280957,"http://portal.xpertburgerzaken.nl/doc/339800",339800,
,,,,"Sint Maarten","http://portal.xpertburgerzaken.nl/doc/358945",358945,"http://portal.xpertburgerzaken.nl/doc/321329/roemenie---thailand/sint-maarten",321329,"http://portal.xpertburgerzaken.nl/doc/358963",358963,"http://portal.xpertburgerzaken.nl/doc/358973",358973,"http://portal.xpertburgerzaken.nl/doc/321329",321329,"http://portal.xpertburgerzaken.nl/doc/321334",321334,"http://portal.xpertburgerzaken.nl/doc/321338",321338,"http://portal.xpertburgerzaken.nl/doc/326484",326484,,,
449,"Burger van Sint Vincent en de Grenadinen",5092,"Sint Vincent en de Grenadinen","Sint Vincent en de Grenadinen","http://portal.xpertburgerzaken.nl/doc/358468",358468,"http://portal.xpertburgerzaken.nl/doc/267757",267757,"http://portal.xpertburgerzaken.nl/doc/358484",358484,"http://portal.xpertburgerzaken.nl/doc/358494",358494,"http://portal.xpertburgerzaken.nl/doc/311233",311233,"http://portal.xpertburgerzaken.nl/doc/267755",267755,"http://portal.xpertburgerzaken.nl/doc/267759",267759,"http://portal.xpertburgerzaken.nl/doc/281083",281083,"http://portal.xpertburgerzaken.nl/doc/339806",339806,
42,"Burger van Slovenië",,"Slovenië","Slovenië","http://portal.xpertburgerzaken.nl/doc/358992",358992,"http://portal.xpertburgerzaken.nl/doc/312389/roemenie---thailand/slovenie/10-commentaar-nationaliteit",312389,"http://portal.xpertburgerzaken.nl/doc/359009",359009,"http://portal.xpertburgerzaken.nl/doc/359019",359019,"http://portal.xpertburgerzaken.nl/doc/311236",311236,"http://portal.xpertburgerzaken.nl/doc/312387",312387,"http://portal.xpertburgerzaken.nl/doc/312391",312391,"http://portal.xpertburgerzaken.nl/doc/281119",281119,"http://portal.xpertburgerzaken.nl/doc/339809",339809,
27,"Slowaakse",6067,"Slowakije","Slowakije","http://portal.xpertburgerzaken.nl/doc/359037",359037,"http://portal.xpertburgerzaken.nl/doc/267770",267770,"http://portal.xpertburgerzaken.nl/doc/359054",359054,"http://portal.xpertburgerzaken.nl/doc/359064",359064,"http://portal.xpertburgerzaken.nl/doc/311240",311240,"http://portal.xpertburgerzaken.nl/doc/267768",267768,"http://portal.xpertburgerzaken.nl/doc/267772",267772,"http://portal.xpertburgerzaken.nl/doc/281174",281174,"http://portal.xpertburgerzaken.nl/doc/339812",339812,
149,"Somalische",6013,"Somalia","Somalië","http://portal.xpertburgerzaken.nl/doc/359082",359082,"www.xpertburgerzaken.nl/doc/332795",332795,"http://portal.xpertburgerzaken.nl/doc/359098",359098,"http://portal.xpertburgerzaken.nl/doc/359108",359108,"http://portal.xpertburgerzaken.nl/doc/311247",311247,"http://portal.xpertburgerzaken.nl/doc/267794",267794,"http://portal.xpertburgerzaken.nl/doc/267798",267798,"http://portal.xpertburgerzaken.nl/doc/281280",281280,"http://portal.xpertburgerzaken.nl/doc/339821",339821,
77,"Spaanse",6037,"Spanje","Spanje","http://portal.xpertburgerzaken.nl/doc/359126",359126,"http://portal.xpertburgerzaken.nl/doc/267809",267809,"http://portal.xpertburgerzaken.nl/doc/359142",359142,"http://portal.xpertburgerzaken.nl/doc/359152",359152,"http://portal.xpertburgerzaken.nl/doc/311250",311250,"http://portal.xpertburgerzaken.nl/doc/267807",267807,"http://portal.xpertburgerzaken.nl/doc/267811",267811,"http://portal.xpertburgerzaken.nl/doc/281333",281333,"http://portal.xpertburgerzaken.nl/doc/339824",339824,
148,"Soedanese",7034,"Soedan","Sudan","http://portal.xpertburgerzaken.nl/doc/359214",359214,"http://portal.xpertburgerzaken.nl/doc/267783",267783,"http://portal.xpertburgerzaken.nl/doc/359231",359231,"http://portal.xpertburgerzaken.nl/doc/359241",359241,"http://portal.xpertburgerzaken.nl/doc/311243",311243,"http://portal.xpertburgerzaken.nl/doc/267781",267781,"http://portal.xpertburgerzaken.nl/doc/267785",267785,"http://portal.xpertburgerzaken.nl/doc/281400",281400,"http://portal.xpertburgerzaken.nl/doc/339815",339815,
263,"Surinaamse",5007,"Suriname","Suriname","http://portal.xpertburgerzaken.nl/doc/359260",359260,"http://portal.xpertburgerzaken.nl/doc/331259",331259,"http://portal.xpertburgerzaken.nl/doc/359278",359278,"http://portal.xpertburgerzaken.nl/doc/359289",359289,"http://portal.xpertburgerzaken.nl/doc/311255",311255,"http://portal.xpertburgerzaken.nl/doc/267833",267833,"http://portal.xpertburgerzaken.nl/doc/267837",267837,"http://portal.xpertburgerzaken.nl/doc/281460",281460,"http://portal.xpertburgerzaken.nl/doc/337916",337916,
135,"Swazische",9036,"Swaziland","Swaziland","http://portal.xpertburgerzaken.nl/doc/359308",359308,"http://portal.xpertburgerzaken.nl/doc/267849",267849,"http://portal.xpertburgerzaken.nl/doc/359314",359314,"http://portal.xpertburgerzaken.nl/doc/359321",359321,"http://portal.xpertburgerzaken.nl/doc/311259",311259,"http://portal.xpertburgerzaken.nl/doc/267847",267847,"http://portal.xpertburgerzaken.nl/doc/267851",267851,"http://portal.xpertburgerzaken.nl/doc/281493",281493,"http://portal.xpertburgerzaken.nl/doc/339830",339830,
336,"Syrische",7009,"Syrië","Syrië","http://portal.xpertburgerzaken.nl/doc/359339",359339,"http://portal.xpertburgerzaken.nl/doc/267862",267862,"http://portal.xpertburgerzaken.nl/doc/359356",359356,"http://portal.xpertburgerzaken.nl/doc/359366",359366,"http://portal.xpertburgerzaken.nl/doc/311261",311261,"http://portal.xpertburgerzaken.nl/doc/267860",267860,"http://portal.xpertburgerzaken.nl/doc/267864",267864,"http://portal.xpertburgerzaken.nl/doc/281546",281546,"http://portal.xpertburgerzaken.nl/doc/339833",339833,
32,"Burger van Tadzjikistan",6057,"Tadzjikistan","Tadzjikistan","http://portal.xpertburgerzaken.nl/doc/359385",359385,"http://portal.xpertburgerzaken.nl/doc/267875",267875,"http://portal.xpertburgerzaken.nl/doc/359401",359401,"http://portal.xpertburgerzaken.nl/doc/359411",359411,"http://portal.xpertburgerzaken.nl/doc/311263",311263,"http://portal.xpertburgerzaken.nl/doc/267873",267873,"http://portal.xpertburgerzaken.nl/doc/267877",267877,"http://portal.xpertburgerzaken.nl/doc/281585",281585,"http://portal.xpertburgerzaken.nl/doc/339836",339836,
310,"Taiwanese",5052,"Taiwan","Taiwan (Chinese Republiek)","http://portal.xpertburgerzaken.nl/doc/359429",359429,"http://portal.xpertburgerzaken.nl/doc/267888",267888,"http://portal.xpertburgerzaken.nl/doc/359445",359445,"http://portal.xpertburgerzaken.nl/doc/359455",359455,"http://portal.xpertburgerzaken.nl/doc/311265",311265,"http://portal.xpertburgerzaken.nl/doc/267886",267886,"http://portal.xpertburgerzaken.nl/doc/267890",267890,"http://portal.xpertburgerzaken.nl/doc/281701",281701,"http://portal.xpertburgerzaken.nl/doc/339839",339839,
151,"Tanzaniaanse",7031,"Tanzania","Tanzania","http://portal.xpertburgerzaken.nl/doc/359473",359473,"http://portal.xpertburgerzaken.nl/doc/267901",267901,"http://portal.xpertburgerzaken.nl/doc/359489",359489,"http://portal.xpertburgerzaken.nl/doc/359499",359499,"http://portal.xpertburgerzaken.nl/doc/311267",311267,"http://portal.xpertburgerzaken.nl/doc/267899",267899,"http://portal.xpertburgerzaken.nl/doc/267903",267903,"http://portal.xpertburgerzaken.nl/doc/281799",281799,"http://portal.xpertburgerzaken.nl/doc/339841",339841,
337,"Thaise",7042,"Thailand","Thailand","http://portal.xpertburgerzaken.nl/doc/359517",359517,"http://portal.xpertburgerzaken.nl/doc/267914",267914,"http://portal.xpertburgerzaken.nl/doc/359534",359534,"http://portal.xpertburgerzaken.nl/doc/359545",359545,"http://portal.xpertburgerzaken.nl/doc/311269",311269,"http://portal.xpertburgerzaken.nl/doc/267912",267912,"http://portal.xpertburgerzaken.nl/doc/267916",267916,"http://portal.xpertburgerzaken.nl/doc/281887",281887,"http://portal.xpertburgerzaken.nl/doc/339845",339845,
452,"Burger van Timor Leste",5101,"Timor Leste","Timor Leste (Oost-Timor)","http://portal.xpertburgerzaken.nl/doc/359563",359563,"http://portal.xpertburgerzaken.nl/doc/267929",267929,"http://portal.xpertburgerzaken.nl/doc/359579",359579,"http://portal.xpertburgerzaken.nl/doc/359589",359589,"http://portal.xpertburgerzaken.nl/doc/311272",311272,"http://portal.xpertburgerzaken.nl/doc/267927",267927,"http://portal.xpertburgerzaken.nl/doc/267931",267931,"http://portal.xpertburgerzaken.nl/doc/281926",281926,"http://portal.xpertburgerzaken.nl/doc/339848",339848,
152,"Togolese",5023,"Togo","Togo","http://portal.xpertburgerzaken.nl/doc/359607",359607,"http://portal.xpertburgerzaken.nl/doc/267942",267942,"http://portal.xpertburgerzaken.nl/doc/359625",359625,"http://portal.xpertburgerzaken.nl/doc/359635",359635,"http://portal.xpertburgerzaken.nl/doc/311276",311276,"http://portal.xpertburgerzaken.nl/doc/267940",267940,"http://portal.xpertburgerzaken.nl/doc/267944",267944,"http://portal.xpertburgerzaken.nl/doc/282029",282029,"http://portal.xpertburgerzaken.nl/doc/339850",339850,
430,"Tongaanse",5076,"Tonga","Tonga","http://portal.xpertburgerzaken.nl/doc/359653",359653,"http://portal.xpertburgerzaken.nl/doc/267955",267955,"http://portal.xpertburgerzaken.nl/doc/359653",359653,"http://portal.xpertburgerzaken.nl/doc/359669",359669,"http://portal.xpertburgerzaken.nl/doc/311280",311280,"http://portal.xpertburgerzaken.nl/doc/267953",267953,"http://portal.xpertburgerzaken.nl/doc/267957",267957,"http://portal.xpertburgerzaken.nl/doc/282137",282137,"http://portal.xpertburgerzaken.nl/doc/339853",339853,
222,"Burger van Trinidad en Tobago",6044,"Trinidad en Tobago","Trinidad en Tobago","http://portal.xpertburgerzaken.nl/doc/359697",359697,"http://portal.xpertburgerzaken.nl/doc/267968",267968,"http://portal.xpertburgerzaken.nl/doc/359713",359713,"http://portal.xpertburgerzaken.nl/doc/359723",359723,"http://portal.xpertburgerzaken.nl/doc/311282",311282,"http://portal.xpertburgerzaken.nl/doc/267966",267966,"http://portal.xpertburgerzaken.nl/doc/267970",267970,"http://portal.xpertburgerzaken.nl/doc/282213",282213,"http://portal.xpertburgerzaken.nl/doc/339856",339856,
154,"Tsjadische",6019,"Tsjaad","Tsjaad","http://portal.xpertburgerzaken.nl/doc/359741",359741,"http://portal.xpertburgerzaken.nl/doc/267981",267981,"http://portal.xpertburgerzaken.nl/doc/359757",359757,"http://portal.xpertburgerzaken.nl/doc/359767",359767,"http://portal.xpertburgerzaken.nl/doc/311286",311286,"http://portal.xpertburgerzaken.nl/doc/267979",267979,"http://portal.xpertburgerzaken.nl/doc/267983",267983,"http://portal.xpertburgerzaken.nl/doc/282286",282286,"http://portal.xpertburgerzaken.nl/doc/339859",339859,
28,"Tsjechische",6066,"Tsjechië","Tsjechië","http://portal.xpertburgerzaken.nl/doc/359785",359785,"http://portal.xpertburgerzaken.nl/doc/267994",267994,"http://portal.xpertburgerzaken.nl/doc/359801",359801,"http://portal.xpertburgerzaken.nl/doc/359811",359811,"http://portal.xpertburgerzaken.nl/doc/311289",311289,"http://portal.xpertburgerzaken.nl/doc/267992",267992,"http://portal.xpertburgerzaken.nl/doc/267996",267996,"http://portal.xpertburgerzaken.nl/doc/282345",282345,"http://portal.xpertburgerzaken.nl/doc/339862",339862,
155,"Tunesische",5008,"Tunesië","Tunesië","http://portal.xpertburgerzaken.nl/doc/359829",359829,"http://portal.xpertburgerzaken.nl/doc/268007",268007,"http://portal.xpertburgerzaken.nl/doc/359845",359845,"http://portal.xpertburgerzaken.nl/doc/359856",359856,"http://portal.xpertburgerzaken.nl/doc/311292",311292,"http://portal.xpertburgerzaken.nl/doc/268005",268005,"http://portal.xpertburgerzaken.nl/doc/268009",268009,"http://portal.xpertburgerzaken.nl/doc/282419",282419,"http://portal.xpertburgerzaken.nl/doc/339865",339865,
339,"Turkse",6043,"Turkije","Turkije","http://portal.xpertburgerzaken.nl/doc/359874",359874,"http://portal.xpertburgerzaken.nl/doc/268021",268021,"http://portal.xpertburgerzaken.nl/doc/359891",359891,"http://portal.xpertburgerzaken.nl/doc/359901",359901,"http://portal.xpertburgerzaken.nl/doc/311295",311295,"http://portal.xpertburgerzaken.nl/doc/268019",268019,"http://portal.xpertburgerzaken.nl/doc/268023",268023,"http://portal.xpertburgerzaken.nl/doc/282515",282515,"http://portal.xpertburgerzaken.nl/doc/339868",339868,
31,"Burger van Toerkmenistan",6063,"Toerkmenistan","Turkmenistan","http://portal.xpertburgerzaken.nl/doc/359919",359919,"http://portal.xpertburgerzaken.nl/doc/268034",268034,"http://portal.xpertburgerzaken.nl/doc/359935",359935,"http://portal.xpertburgerzaken.nl/doc/359945",359945,"http://portal.xpertburgerzaken.nl/doc/311274",311274,"http://portal.xpertburgerzaken.nl/doc/268032",268032,"http://portal.xpertburgerzaken.nl/doc/268036",268036,"http://portal.xpertburgerzaken.nl/doc/282808",282808,"http://portal.xpertburgerzaken.nl/doc/339871",339871,
446,"Tuvaluaanse",8028,"Tuvalu","Tuvalu","http://portal.xpertburgerzaken.nl/doc/359963",359963,"http://portal.xpertburgerzaken.nl/doc/268047",268047,"http://portal.xpertburgerzaken.nl/doc/359980",359980,"http://portal.xpertburgerzaken.nl/doc/359990",359990,"http://portal.xpertburgerzaken.nl/doc/311300",311300,"http://portal.xpertburgerzaken.nl/doc/268045",268045,"http://portal.xpertburgerzaken.nl/doc/268049",268049,"http://portal.xpertburgerzaken.nl/doc/282886",282886,"http://portal.xpertburgerzaken.nl/doc/339873",339873,
138,"Ugandese",7001,"Uganda","Uganda (Republiek Uganda)","http://portal.xpertburgerzaken.nl/doc/360008",360008,"http://portal.xpertburgerzaken.nl/doc/268060",268060,"http://portal.xpertburgerzaken.nl/doc/360024",360024,"http://portal.xpertburgerzaken.nl/doc/360034",360034,"http://portal.xpertburgerzaken.nl/doc/268063",268063,"http://portal.xpertburgerzaken.nl/doc/268058",268058,"http://portal.xpertburgerzaken.nl/doc/268062",268062,"http://portal.xpertburgerzaken.nl/doc/282911",282911,"http://portal.xpertburgerzaken.nl/doc/339877",339877,
264,"Uruguayaanse",7038,"Uruguay","Uruguay","http://portal.xpertburgerzaken.nl/doc/360052",360052,"http://portal.xpertburgerzaken.nl/doc/268073",268073,"http://portal.xpertburgerzaken.nl/doc/360069",360069,"http://portal.xpertburgerzaken.nl/doc/360079",360079,"http://portal.xpertburgerzaken.nl/doc/311304",311304,"http://portal.xpertburgerzaken.nl/doc/268071",268071,"http://portal.xpertburgerzaken.nl/doc/268075",268075,"http://portal.xpertburgerzaken.nl/doc/283003",283003,"http://portal.xpertburgerzaken.nl/doc/339880",339880,
424,"Vanuatuse",9090,"Vanuatu","Vanuatu","http://portal.xpertburgerzaken.nl/doc/360097",360097,"http://portal.xpertburgerzaken.nl/doc/268086",268086,"http://portal.xpertburgerzaken.nl/doc/360113",360113,"http://portal.xpertburgerzaken.nl/doc/360123",360123,"http://portal.xpertburgerzaken.nl/doc/311306",311306,"http://portal.xpertburgerzaken.nl/doc/268084",268084,"http://portal.xpertburgerzaken.nl/doc/268088",268088,"http://portal.xpertburgerzaken.nl/doc/283079",283079,"http://portal.xpertburgerzaken.nl/doc/339883",339883,
79,"Vaticaanse",5045,"Vaticaanstad","Vaticaanstad","http://portal.xpertburgerzaken.nl/doc/268098",268098,"http://portal.xpertburgerzaken.nl/doc/268099",268099,"http://portal.xpertburgerzaken.nl/doc/326488/timor-leste---zwitserland/vaticaanstad/6-naam",326488,"http://portal.xpertburgerzaken.nl/doc/326490",326490,"http://portal.xpertburgerzaken.nl/doc/311308",311308,"http://portal.xpertburgerzaken.nl/doc/268097",268097,"http://portal.xpertburgerzaken.nl/doc/326489",326489,"http://portal.xpertburgerzaken.nl/doc/283139",283139,"http://portal.xpertburgerzaken.nl/doc/339886",339886,
265,"Venezolaanse",6010,"Venezuela","Venezuela","http://portal.xpertburgerzaken.nl/doc/360152",360152,"http://portal.xpertburgerzaken.nl/doc/268163",268163,"http://portal.xpertburgerzaken.nl/doc/360168",360168,"http://portal.xpertburgerzaken.nl/doc/360178",360178,"http://portal.xpertburgerzaken.nl/doc/311310",311310,"http://portal.xpertburgerzaken.nl/doc/268161",268161,"http://portal.xpertburgerzaken.nl/doc/268165",268165,"http://portal.xpertburgerzaken.nl/doc/283169",283169,"http://portal.xpertburgerzaken.nl/doc/339889",339889,
60,"Brits burger",6039,"Grootbrittannië","Verenigd Koninkrijk en Verenigd Koninkrijk (Groot-Brittannië)","http://portal.xpertburgerzaken.nl/doc/361010",361010,"http://portal.xpertburgerzaken.nl/doc/268124",268124,"http://portal.xpertburgerzaken.nl/doc/361027",361027,"http://portal.xpertburgerzaken.nl/doc/361037",361037,"http://portal.xpertburgerzaken.nl/doc/311313",311313,"http://portal.xpertburgerzaken.nl/doc/268122",268122,"http://portal.xpertburgerzaken.nl/doc/268126",268126,"http://portal.xpertburgerzaken.nl/doc/283254",283254,"http://portal.xpertburgerzaken.nl/doc/339892",339892,
338,"Burger van de Ver. Arabische Emiraten",7054,"Verenigde Arabische Emiraten","Verenigde Arabische Emiraten","http://portal.xpertburgerzaken.nl/doc/360196",360196,"http://portal.xpertburgerzaken.nl/doc/268109",268109,"http://portal.xpertburgerzaken.nl/doc/360213",360213,"http://portal.xpertburgerzaken.nl/doc/360223",360223,"http://portal.xpertburgerzaken.nl/doc/311316",311316,"http://portal.xpertburgerzaken.nl/doc/268107",268107,"http://portal.xpertburgerzaken.nl/doc/268111",268111,"http://portal.xpertburgerzaken.nl/doc/283207",283207,"http://portal.xpertburgerzaken.nl/doc/340812",340812,
223,"Amerikaans burger",6014,"Verenigde Staten van Amerika","Verenigde Staten van Amerika","http://portal.xpertburgerzaken.nl/doc/360241",360241,"http://portal.xpertburgerzaken.nl/doc/268137",268137,"http://portal.xpertburgerzaken.nl/doc/360306",360306,"http://portal.xpertburgerzaken.nl/doc/360316",360316,"http://portal.xpertburgerzaken.nl/doc/311318",311318,"http://portal.xpertburgerzaken.nl/doc/268135",268135,"http://portal.xpertburgerzaken.nl/doc/268139",268139,"http://portal.xpertburgerzaken.nl/doc/283381",283381,"http://portal.xpertburgerzaken.nl/doc/339895",339895,
