"GBA-Nationaliteitentabel (tabel 32)",,"GBA-Landentabel (tabel 34)",,"Landnaam in xpert burgerzaken","5. Afstamming uit landeninformatie","ID afstamming","10. Nationaliteit uit landeninformatie","ID Nationaliteit uit landeninformatie","6. Naam uit landeninformatie","ID Naam uit landeninformatie","8. Huwelijk uit landeninformatie","ID Huwelijk uit landeninformatie","11.Legalisatie","ID Legalisatie","4.Meerderjarigheid","ID Meerderjarigheid","7.Overlijden","ID Overlijden","9.Nationaliteitswetten","ID Nationaliteitswetten","13 ambassades","ID ambassades",
"Code","Omschrijving","Code","Omschrijving",,"url","ID","url","ID Nationaliteit uit landeninformatie","url","id ",,"id  ",,"id  ",,,,,,,,,
448,"Burger van Dominica",8030,"Dominica","Dominica","http://portal.xpertburgerzaken.nl/doc/353848",353848,"http://portal.xpertburgerzaken.nl/doc/266302",266302,"http://portal.xpertburgerzaken.nl/doc/353866",353866,"http://portal.xpertburgerzaken.nl/doc/353878",353878,"http://portal.xpertburgerzaken.nl/doc/310862",310862,"http://portal.xpertburgerzaken.nl/doc/266300",266300,"http://portal.xpertburgerzaken.nl/doc/266304",266304,"http://portal.xpertburgerzaken.nl/doc/272062",272062,"http://portal.xpertburgerzaken.nl/doc/339396",339396,
207,"Burger van Dominicaanse Republiek",7027,"Dominicaanse Republiek","Dominicaanse Republiek","http://portal.xpertburgerzaken.nl/doc/353899",353899,"http://portal.xpertburgerzaken.nl/doc/266315",266315,"http://portal.xpertburgerzaken.nl/doc/353915",353915,"http://portal.xpertburgerzaken.nl/doc/353925",353925,"http://portal.xpertburgerzaken.nl/doc/310864",310864,"http://portal.xpertburgerzaken.nl/doc/266313",266313,"http://portal.xpertburgerzaken.nl/doc/266317",266317,"http://portal.xpertburgerzaken.nl/doc/272124",272124,"http://portal.xpertburgerzaken.nl/doc/339400",339400,
55,"Burger van de Bondsrepubliek Duitsland",9089,"Bondsrepubliek Duitsland","Duitsland (Bondsrepubliek) en Bondsrepubliek Duitsland","http://portal.xpertburgerzaken.nl/doc/353943",353943,"http://portal.xpertburgerzaken.nl/doc/266328",266328,"http://portal.xpertburgerzaken.nl/doc/353959",353959,"http://portal.xpertburgerzaken.nl/doc/353969",353969,"http://portal.xpertburgerzaken.nl/doc/310867",310867,"http://portal.xpertburgerzaken.nl/doc/266326",266326,"http://portal.xpertburgerzaken.nl/doc/266330",266330,"http://portal.xpertburgerzaken.nl/doc/272205",272205,"http://portal.xpertburgerzaken.nl/doc/339403",339403,
256,"Ecuadoraanse",7039,"Ecuador","Ecuador","http://portal.xpertburgerzaken.nl/doc/353987",353987,"http://portal.xpertburgerzaken.nl/doc/266341",266341,"http://portal.xpertburgerzaken.nl/doc/354004",354004,"http://portal.xpertburgerzaken.nl/doc/354014",354014,"http://portal.xpertburgerzaken.nl/doc/310870",310870,"http://portal.xpertburgerzaken.nl/doc/266339",266339,"http://portal.xpertburgerzaken.nl/doc/266343",266343,"http://portal.xpertburgerzaken.nl/doc/272578",272578,"http://portal.xpertburgerzaken.nl/doc/339406",339406,
112,"Egyptische",7014,"Egypte","Egypte","http://portal.xpertburgerzaken.nl/doc/360784",360784,"http://portal.xpertburgerzaken.nl/doc/266355",266355,"http://portal.xpertburgerzaken.nl/doc/360801",360801,"http://portal.xpertburgerzaken.nl/doc/360811",360811,"http://portal.xpertburgerzaken.nl/doc/310873",310873,"http://portal.xpertburgerzaken.nl/doc/266353",266353,"http://portal.xpertburgerzaken.nl/doc/266357",266357,"http://portal.xpertburgerzaken.nl/doc/272683",272683,"www.xpertburgerzaken.nl/doc/339409",339409,
208,"Salvadoraanse",7032,"El Salvador","El Salvador","http://portal.xpertburgerzaken.nl/doc/354043",354043,"http://portal.xpertburgerzaken.nl/doc/267627",267627,"http://portal.xpertburgerzaken.nl/doc/354063",354063,"http://portal.xpertburgerzaken.nl/doc/354073",354073,"http://portal.xpertburgerzaken.nl/doc/310875",310875,"http://portal.xpertburgerzaken.nl/doc/267625",267625,"http://portal.xpertburgerzaken.nl/doc/267629",267629,"http://portal.xpertburgerzaken.nl/doc/272733",272733,"http://portal.xpertburgerzaken.nl/doc/339412",339412,
113,"Equatoriaalguinese",9043,"Equatoriaalguinee","Equatoriaal Guinee","http://portal.xpertburgerzaken.nl/doc/354095",354095,"http://portal.xpertburgerzaken.nl/doc/266407",266407,"http://portal.xpertburgerzaken.nl/doc/354127",354127,"http://portal.xpertburgerzaken.nl/doc/354138",354138,"http://portal.xpertburgerzaken.nl/doc/310877",310877,"http://portal.xpertburgerzaken.nl/doc/266405",266405,"http://portal.xpertburgerzaken.nl/doc/266409",266409,"http://portal.xpertburgerzaken.nl/doc/272750",272750,"http://portal.xpertburgerzaken.nl/doc/339415",339415,
84,"Eritrese",9003,"Eritrea","Eritrea","http://portal.xpertburgerzaken.nl/doc/354162",354162,"http://portal.xpertburgerzaken.nl/doc/266368",266368,"http://portal.xpertburgerzaken.nl/doc/354179",354179,"http://portal.xpertburgerzaken.nl/doc/354189",354189,"http://portal.xpertburgerzaken.nl/doc/310879",310879,"http://portal.xpertburgerzaken.nl/doc/266366",266366,"http://portal.xpertburgerzaken.nl/doc/266370",266370,"http://portal.xpertburgerzaken.nl/doc/272754",272754,"http://portal.xpertburgerzaken.nl/doc/339418",339418,
45,"Estnische",7065,"Estland","Estland","http://portal.xpertburgerzaken.nl/doc/354211",354211,"http://portal.xpertburgerzaken.nl/doc/266381",266381,"http://portal.xpertburgerzaken.nl/doc/354229",354229,"http://portal.xpertburgerzaken.nl/doc/354239",354239,"http://portal.xpertburgerzaken.nl/doc/310882",310882,"http://portal.xpertburgerzaken.nl/doc/266379",266379,"http://portal.xpertburgerzaken.nl/doc/266383",266383,"http://portal.xpertburgerzaken.nl/doc/272773",272773,"http://portal.xpertburgerzaken.nl/doc/339421",339421,
114,"Etiopische",5020,"Etiopië","Ethiopië","http://portal.xpertburgerzaken.nl/doc/354257",354257,"http://portal.xpertburgerzaken.nl/doc/266394",266394,"http://portal.xpertburgerzaken.nl/doc/354273",354273,"http://portal.xpertburgerzaken.nl/doc/354283",354283,"http://portal.xpertburgerzaken.nl/doc/310885",310885,"http://portal.xpertburgerzaken.nl/doc/266392",266392,"http://portal.xpertburgerzaken.nl/doc/266396",266396,"http://portal.xpertburgerzaken.nl/doc/272848",272848,"http://portal.xpertburgerzaken.nl/doc/339424",339424,
425,"Fijische",6032,"Fiji","Fiji","http://portal.xpertburgerzaken.nl/doc/354301",354301,"http://portal.xpertburgerzaken.nl/doc/266420",266420,"http://portal.xpertburgerzaken.nl/doc/354318",354318,"http://portal.xpertburgerzaken.nl/doc/354328",354328,"http://portal.xpertburgerzaken.nl/doc/310893",310893,"http://portal.xpertburgerzaken.nl/doc/266418",266418,"http://portal.xpertburgerzaken.nl/doc/266422",266422,"http://portal.xpertburgerzaken.nl/doc/272909",272909,"http://portal.xpertburgerzaken.nl/doc/339427",339427,
309,"Filipijnse",5027,"Filipijnen","Filipijnen","http://portal.xpertburgerzaken.nl/doc/354348",354348,"http://portal.xpertburgerzaken.nl/doc/266433",266433,"http://portal.xpertburgerzaken.nl/doc/354364",354364,"http://portal.xpertburgerzaken.nl/doc/354374",354374,"http://portal.xpertburgerzaken.nl/doc/310895",310895,"http://portal.xpertburgerzaken.nl/doc/266431",266431,"http://portal.xpertburgerzaken.nl/doc/266435",266435,"http://portal.xpertburgerzaken.nl/doc/272972",272972,"http://portal.xpertburgerzaken.nl/doc/339430",339430,
56,"Finse",6002,"Finland","Finland","http://portal.xpertburgerzaken.nl/doc/354393",354393,"http://portal.xpertburgerzaken.nl/doc/266447",266447,"http://portal.xpertburgerzaken.nl/doc/354411",354411,"http://portal.xpertburgerzaken.nl/doc/354410",354410,"http://portal.xpertburgerzaken.nl/doc/310898",310898,"http://portal.xpertburgerzaken.nl/doc/266445",266445,"http://portal.xpertburgerzaken.nl/doc/266449",266449,"http://portal.xpertburgerzaken.nl/doc/272997",272997,"http://portal.xpertburgerzaken.nl/doc/339433",339433,
57,"Franse",5002,"Frankrijk","Frankrijk","http://portal.xpertburgerzaken.nl/doc/354439",354439,"http://portal.xpertburgerzaken.nl/doc/266460",266460,"http://portal.xpertburgerzaken.nl/doc/354458",354458,"http://portal.xpertburgerzaken.nl/doc/354468",354468,"http://portal.xpertburgerzaken.nl/doc/310902",310902,"http://portal.xpertburgerzaken.nl/doc/266458",266458,"http://portal.xpertburgerzaken.nl/doc/266462",266462,"http://portal.xpertburgerzaken.nl/doc/273098",273098,"http://portal.xpertburgerzaken.nl/doc/339436",339436,
57,"Franse",5062,"Frans Guyana","Frans Guyana",,266472,"http://portal.xpertburgerzaken.nl/doc/266473",266473,"http://portal.xpertburgerzaken.nl/doc/266474",266474,,,,,,,,,,,,,
116,"Gabonese",6048,"Gabon","Gabon","http://portal.xpertburgerzaken.nl/doc/354492",354492,"http://portal.xpertburgerzaken.nl/doc/266486",266486,"http://portal.xpertburgerzaken.nl/doc/354509",354509,"http://portal.xpertburgerzaken.nl/doc/354519",354519,"http://portal.xpertburgerzaken.nl/doc/310909",310909,"http://portal.xpertburgerzaken.nl/doc/266484",266484,"http://portal.xpertburgerzaken.nl/doc/266488",266488,"http://portal.xpertburgerzaken.nl/doc/273394",273394,"http://portal.xpertburgerzaken.nl/doc/339439",339439,
117,"Gambiaanse",7008,"Gambia","Gambia","http://portal.xpertburgerzaken.nl/doc/354537",354537,"http://portal.xpertburgerzaken.nl/doc/266499",266499,"http://portal.xpertburgerzaken.nl/doc/354554",354554,"http://portal.xpertburgerzaken.nl/doc/354564",354564,"http://portal.xpertburgerzaken.nl/doc/310911",310911,"http://portal.xpertburgerzaken.nl/doc/266497",266497,"http://portal.xpertburgerzaken.nl/doc/266501",266501,"http://portal.xpertburgerzaken.nl/doc/273559",273559,"http://portal.xpertburgerzaken.nl/doc/339439",339439,
30,"Burger van Georgië",6064,"Georgië","Georgië","http://portal.xpertburgerzaken.nl/doc/354582",354582,"http://portal.xpertburgerzaken.nl/doc/266512",266512,"http://portal.xpertburgerzaken.nl/doc/354600",354600,"http://portal.xpertburgerzaken.nl/doc/354610",354610,"http://portal.xpertburgerzaken.nl/doc/310914",310914,"http://portal.xpertburgerzaken.nl/doc/266510",266510,"http://portal.xpertburgerzaken.nl/doc/266514",266514,"http://portal.xpertburgerzaken.nl/doc/273613",273613,"http://portal.xpertburgerzaken.nl/doc/339445",339445,
118,"Ghanese",5024,"Ghana","Ghana","http://portal.xpertburgerzaken.nl/doc/354628",354628,"http://portal.xpertburgerzaken.nl/doc/266525",266525,"http://portal.xpertburgerzaken.nl/doc/354645",354645,"http://portal.xpertburgerzaken.nl/doc/354655",354655,"http://portal.xpertburgerzaken.nl/doc/310917",310917,"http://portal.xpertburgerzaken.nl/doc/266523",266523,"http://portal.xpertburgerzaken.nl/doc/266527",266527,"http://portal.xpertburgerzaken.nl/doc/273730",273730,"http://portal.xpertburgerzaken.nl/doc/339448",339448,
267,"Grenadaanse",8008,"Grenada","Grenada","http://portal.xpertburgerzaken.nl/doc/354673",354673,"http://portal.xpertburgerzaken.nl/doc/266538",266538,"http://portal.xpertburgerzaken.nl/doc/354689",354689,"http://portal.xpertburgerzaken.nl/doc/354699",354699,"http://portal.xpertburgerzaken.nl/doc/310921",310921,"http://portal.xpertburgerzaken.nl/doc/266536",266536,"http://portal.xpertburgerzaken.nl/doc/266540",266540,"http://portal.xpertburgerzaken.nl/doc/273809",273809,"http://portal.xpertburgerzaken.nl/doc/339451",339451,
59,"Griekse",6003,"Griekenland","Griekenland","http://portal.xpertburgerzaken.nl/doc/360829",360829,"http://portal.xpertburgerzaken.nl/doc/266551",266551,"http://portal.xpertburgerzaken.nl/doc/360846",360846,"http://portal.xpertburgerzaken.nl/doc/360856",360856,"http://portal.xpertburgerzaken.nl/doc/310924",310924,"http://portal.xpertburgerzaken.nl/doc/266549",266549,"http://portal.xpertburgerzaken.nl/doc/266553",266553,"http://portal.xpertburgerzaken.nl/doc/273860",273860,"http://portal.xpertburgerzaken.nl/doc/339454",339454,
211,"Guatemalteekse",6004,"Guatemala","Guatemala","http://portal.xpertburgerzaken.nl/doc/354738",354738,"http://portal.xpertburgerzaken.nl/doc/266564",266564,"http://portal.xpertburgerzaken.nl/doc/354757",354757,"http://portal.xpertburgerzaken.nl/doc/354770",354770,"http://portal.xpertburgerzaken.nl/doc/310935",310935,"http://portal.xpertburgerzaken.nl/doc/266562",266562,"http://portal.xpertburgerzaken.nl/doc/266566",266566,"http://portal.xpertburgerzaken.nl/doc/273947",273947,"http://portal.xpertburgerzaken.nl/doc/339457",339457,
,,,,"Guinee Bissau","nvt","nvt","http://portal.xpertburgerzaken.nl/doc/315128",315128,"nvt","nvt","nvt","nvt","http://portal.xpertburgerzaken.nl/doc/311051",311051,,,,,"http://portal.xpertburgerzaken.nl/doc/330089",330089,"http://portal.xpertburgerzaken.nl/doc/339638",339638,
119,"Guinese",7040,"Guinee","Guinee (Conakry)","http://portal.xpertburgerzaken.nl/doc/354796",354796,"http://portal.xpertburgerzaken.nl/doc/266577",266577,"http://portal.xpertburgerzaken.nl/doc/354812",354812,"http://portal.xpertburgerzaken.nl/doc/354822",354822,"http://portal.xpertburgerzaken.nl/doc/310939",310939,"http://portal.xpertburgerzaken.nl/doc/266575",266575,"http://portal.xpertburgerzaken.nl/doc/266579",266579,"http://portal.xpertburgerzaken.nl/doc/274015",274015,"http://portal.xpertburgerzaken.nl/doc/339474",339474,
259,"Guyaanse",6025,"Guyana","Guyana","http://portal.xpertburgerzaken.nl/doc/354891",354891,"http://portal.xpertburgerzaken.nl/doc/266590",266590,"http://portal.xpertburgerzaken.nl/doc/354907",354907,"http://portal.xpertburgerzaken.nl/doc/354917",354917,"http://portal.xpertburgerzaken.nl/doc/310943",310943,"http://portal.xpertburgerzaken.nl/doc/266588",266588,"http://portal.xpertburgerzaken.nl/doc/266592",266592,"http://portal.xpertburgerzaken.nl/doc/274204",274204,"http://portal.xpertburgerzaken.nl/doc/339495",339495,
212,"Haïtiaanse",6041,"Haïti","Haïti","http://portal.xpertburgerzaken.nl/doc/354936",354936,"http://portal.xpertburgerzaken.nl/doc/266603",266603,"http://portal.xpertburgerzaken.nl/doc/354952",354952,"http://portal.xpertburgerzaken.nl/doc/354962",354962,"http://portal.xpertburgerzaken.nl/doc/310945",310945,"http://portal.xpertburgerzaken.nl/doc/266601",266601,"http://portal.xpertburgerzaken.nl/doc/266605",266605,"http://portal.xpertburgerzaken.nl/doc/274252",274252,"http://portal.xpertburgerzaken.nl/doc/339498",339498,
213,"Hondurese",7017,"Honduras","Honduras","http://portal.xpertburgerzaken.nl/doc/354983",354983,"http://portal.xpertburgerzaken.nl/doc/266617",266617,"http://portal.xpertburgerzaken.nl/doc/354999",354999,"http://portal.xpertburgerzaken.nl/doc/355009",355009,"http://portal.xpertburgerzaken.nl/doc/310948",310948,"http://portal.xpertburgerzaken.nl/doc/266615",266615,"http://portal.xpertburgerzaken.nl/doc/266619",266619,"http://portal.xpertburgerzaken.nl/doc/274304",274304,"http://portal.xpertburgerzaken.nl/doc/339501",339501,
61,"Hongaarse",5017,"Hongarije","Hongarije","http://portal.xpertburgerzaken.nl/doc/355027",355027,"http://portal.xpertburgerzaken.nl/doc/266630",266630,"http://portal.xpertburgerzaken.nl/doc/355044",355044,"http://portal.xpertburgerzaken.nl/doc/355054",355054,"http://portal.xpertburgerzaken.nl/doc/310951",310951,"http://portal.xpertburgerzaken.nl/doc/266628",266628,"http://portal.xpertburgerzaken.nl/doc/266632",266632,"http://portal.xpertburgerzaken.nl/doc/274345",274345,"http://portal.xpertburgerzaken.nl/doc/339504",339504,
307,"Chinese",,,"Hongkong SAR (Speciaal administratief gebied van de Volksrepubliek China)","http://portal.xpertburgerzaken.nl/doc/355073",355073,"http://portal.xpertburgerzaken.nl/doc/266643",266643,"http://portal.xpertburgerzaken.nl/doc/355089",355089,"http://portal.xpertburgerzaken.nl/doc/355099",355099,"http://portal.xpertburgerzaken.nl/doc/266644",266644,"http://portal.xpertburgerzaken.nl/doc/266641",266641,"http://portal.xpertburgerzaken.nl/doc/266645",266645,"http://portal.xpertburgerzaken.nl/doc/326487",326487,"http://portal.xpertburgerzaken.nl/doc/266636",339507,
62,"Ierse",6007,"Ierland","Ierland","http://portal.xpertburgerzaken.nl/doc/355171",355171,"http://portal.xpertburgerzaken.nl/doc/266656",266656,"http://portal.xpertburgerzaken.nl/doc/355187",355187,"http://portal.xpertburgerzaken.nl/doc/355197",355197,"http://portal.xpertburgerzaken.nl/doc/310957",310957,"http://portal.xpertburgerzaken.nl/doc/266654",266654,"http://portal.xpertburgerzaken.nl/doc/266658",266658,"http://portal.xpertburgerzaken.nl/doc/274463",274463,"http://portal.xpertburgerzaken.nl/doc/339509",339509,
63,"IJslandse",6011,"IJsland","IJsland","http://portal.xpertburgerzaken.nl/doc/355215",355215,"http://portal.xpertburgerzaken.nl/doc/268178",268178,"http://portal.xpertburgerzaken.nl/doc/355233",355233,"http://portal.xpertburgerzaken.nl/doc/355243",355243,,,,,,,,,"http://portal.xpertburgerzaken.nl/doc/339512",339512,
312,"Burger van India",7046,"India","India","http://portal.xpertburgerzaken.nl/doc/355261",355261,"http://portal.xpertburgerzaken.nl/doc/266669",266669,"http://portal.xpertburgerzaken.nl/doc/355278",355278,"http://portal.xpertburgerzaken.nl/doc/355288",355288,"http://portal.xpertburgerzaken.nl/doc/310964",310964,"http://portal.xpertburgerzaken.nl/doc/266667",266667,"http://portal.xpertburgerzaken.nl/doc/266671",266671,"http://portal.xpertburgerzaken.nl/doc/274610",274610,"http://portal.xpertburgerzaken.nl/doc/339515",339515,
313,"Indonesische",6024,"Indonesië","Indonesië","http://portal.xpertburgerzaken.nl/doc/355306",355306,,,"http://portal.xpertburgerzaken.nl/doc/355323",355323,"http://portal.xpertburgerzaken.nl/doc/355333",355333,"http://portal.xpertburgerzaken.nl/doc/310966",310966,"http://portal.xpertburgerzaken.nl/doc/266680",266680,"http://portal.xpertburgerzaken.nl/doc/266684",266684,"http://portal.xpertburgerzaken.nl/doc/274668",274668,"http://portal.xpertburgerzaken.nl/doc/339518",339518,
314,"Iraakse",5043,"Irak","Irak","http://portal.xpertburgerzaken.nl/doc/360874",360874,"http://portal.xpertburgerzaken.nl/doc/266695",266695,"http://portal.xpertburgerzaken.nl/doc/360892",360892,"http://portal.xpertburgerzaken.nl/doc/360902",360902,"http://portal.xpertburgerzaken.nl/doc/310970",310970,"http://portal.xpertburgerzaken.nl/doc/266693",266693,"http://portal.xpertburgerzaken.nl/doc/266697",266697,"http://portal.xpertburgerzaken.nl/doc/274769",274769,"http://portal.xpertburgerzaken.nl/doc/339521",339521,
315,"Iraanse",5012,"Iran","Iran","http://portal.xpertburgerzaken.nl/doc/355351",355351,"http://portal.xpertburgerzaken.nl/doc/266708",266708,"http://portal.xpertburgerzaken.nl/doc/355369",355369,"http://portal.xpertburgerzaken.nl/doc/355379",355379,"http://portal.xpertburgerzaken.nl/doc/310972",310972,"http://portal.xpertburgerzaken.nl/doc/266706",266706,"http://portal.xpertburgerzaken.nl/doc/266710",266710,"http://portal.xpertburgerzaken.nl/doc/274817",274817,"http://portal.xpertburgerzaken.nl/doc/339525",339525,
316,"Israëlische",6034,"Israël","Israël","http://portal.xpertburgerzaken.nl/doc/355398",355398,"http://portal.xpertburgerzaken.nl/doc/266721",266721,"http://portal.xpertburgerzaken.nl/doc/355414",355414,"http://portal.xpertburgerzaken.nl/doc/355424",355424,"http://portal.xpertburgerzaken.nl/doc/310975",310975,"http://portal.xpertburgerzaken.nl/doc/266719",266719,"http://portal.xpertburgerzaken.nl/doc/266723",266723,"http://portal.xpertburgerzaken.nl/doc/274843",274843,"http://portal.xpertburgerzaken.nl/doc/339528",339528,
64,"Italiaanse",7044,"Italië","Italië","http://portal.xpertburgerzaken.nl/doc/355443",355443,"http://portal.xpertburgerzaken.nl/doc/266734",266734,"http://portal.xpertburgerzaken.nl/doc/355459",355459,"http://portal.xpertburgerzaken.nl/doc/355469",355469,"http://portal.xpertburgerzaken.nl/doc/310979",310979,"http://portal.xpertburgerzaken.nl/doc/266732",266732,"http://portal.xpertburgerzaken.nl/doc/266736",266736,"http://portal.xpertburgerzaken.nl/doc/274889",274889,"http://portal.xpertburgerzaken.nl/doc/339531",339531,
120,"Ivoriaanse",5030,"Ivoorkust","Ivoorkust","http://portal.xpertburgerzaken.nl/doc/355488",355488,"http://portal.xpertburgerzaken.nl/doc/266748",266748,"http://portal.xpertburgerzaken.nl/doc/355504",355504,"http://portal.xpertburgerzaken.nl/doc/355514",355514,"http://portal.xpertburgerzaken.nl/doc/310982",310982,"http://portal.xpertburgerzaken.nl/doc/266746",266746,"http://portal.xpertburgerzaken.nl/doc/266750",266750,"http://portal.xpertburgerzaken.nl/doc/275005",275005,"http://portal.xpertburgerzaken.nl/doc/339547",339547,
214,"Jamaicaanse",6017,"Jamaica","Jamaica","http://portal.xpertburgerzaken.nl/doc/355532",355532,"http://portal.xpertburgerzaken.nl/doc/266761",266761,"http://portal.xpertburgerzaken.nl/doc/355548",355548,"http://portal.xpertburgerzaken.nl/doc/355558",355558,"http://portal.xpertburgerzaken.nl/doc/310984",310984,"http://portal.xpertburgerzaken.nl/doc/266759",266759,"http://portal.xpertburgerzaken.nl/doc/266763",266763,"http://portal.xpertburgerzaken.nl/doc/275225",275225,"http://portal.xpertburgerzaken.nl/doc/339550",339550,
317,"Japanse",7035,"Japan","Japan","http://portal.xpertburgerzaken.nl/doc/355608",355608,"http://portal.xpertburgerzaken.nl/doc/266774",266774,"http://portal.xpertburgerzaken.nl/doc/355624",355624,"http://portal.xpertburgerzaken.nl/doc/355638",355638,"http://portal.xpertburgerzaken.nl/doc/310986",310986,"http://portal.xpertburgerzaken.nl/doc/266772",266772,"http://portal.xpertburgerzaken.nl/doc/266776",266776,"http://portal.xpertburgerzaken.nl/doc/275289",275289,"http://portal.xpertburgerzaken.nl/doc/339553",339553,
58,"Jemenitische",5048,"Jemen","Jemen","http://portal.xpertburgerzaken.nl/doc/355658",355658,"http://portal.xpertburgerzaken.nl/doc/266787",266787,"http://portal.xpertburgerzaken.nl/doc/355675",355675,"http://portal.xpertburgerzaken.nl/doc/355685",355685,"http://portal.xpertburgerzaken.nl/doc/310988",310988,"http://portal.xpertburgerzaken.nl/doc/266785",266785,"http://portal.xpertburgerzaken.nl/doc/266789",266789,"http://portal.xpertburgerzaken.nl/doc/275318",275318,"http://portal.xpertburgerzaken.nl/doc/339556",339556,
319,"Jordaanse",6042,"Jordanië","Jordanië","http://portal.xpertburgerzaken.nl/doc/355703",355703,"http://portal.xpertburgerzaken.nl/doc/266800",266800,"http://portal.xpertburgerzaken.nl/doc/355720",355720,"http://portal.xpertburgerzaken.nl/doc/355730",355730,"http://portal.xpertburgerzaken.nl/doc/310996",310996,"http://portal.xpertburgerzaken.nl/doc/266798",266798,"http://portal.xpertburgerzaken.nl/doc/266802",266802,"http://portal.xpertburgerzaken.nl/doc/275400",275400,"http://portal.xpertburgerzaken.nl/doc/339559",339559,
121,"Kaapverdische",8025,"Kaapverdië","Kaapverdië","http://portal.xpertburgerzaken.nl/doc/355748",355748,"http://portal.xpertburgerzaken.nl/doc/266813",266813,"http://portal.xpertburgerzaken.nl/doc/355765",355765,"http://portal.xpertburgerzaken.nl/doc/355776",355776,"http://portal.xpertburgerzaken.nl/doc/310998",310998,"http://portal.xpertburgerzaken.nl/doc/266811",266811,"http://portal.xpertburgerzaken.nl/doc/266815",266815,"http://portal.xpertburgerzaken.nl/doc/275433",275433,"http://portal.xpertburgerzaken.nl/doc/339562",339562,
122,"Kameroense",5035,"Kameroen","Kameroen (Verenigde Republiek Kameroen)","http://portal.xpertburgerzaken.nl/doc/355795",355795,"http://portal.xpertburgerzaken.nl/doc/266826",266826,"http://portal.xpertburgerzaken.nl/doc/355811",355811,"http://portal.xpertburgerzaken.nl/doc/355821",355821,"http://portal.xpertburgerzaken.nl/doc/311002",311002,"http://portal.xpertburgerzaken.nl/doc/266824",266824,"http://portal.xpertburgerzaken.nl/doc/266828",266828,"http://portal.xpertburgerzaken.nl/doc/275626",275626,"http://portal.xpertburgerzaken.nl/doc/339565",339565,
37,"Burger van Kazachstan",5099,"Kazachstan","Kazachstan","http://portal.xpertburgerzaken.nl/doc/355839",355839,"http://portal.xpertburgerzaken.nl/doc/266839",266839,"http://portal.xpertburgerzaken.nl/doc/355856",355856,"http://portal.xpertburgerzaken.nl/doc/355866",355866,"http://portal.xpertburgerzaken.nl/doc/311008",311008,"http://portal.xpertburgerzaken.nl/doc/266837",266837,"http://portal.xpertburgerzaken.nl/doc/266841",266841,"http://portal.xpertburgerzaken.nl/doc/275737",275737,"http://portal.xpertburgerzaken.nl/doc/339569",339569,
123,"Kenyaanse",7002,"Kenya","Kenia","http://portal.xpertburgerzaken.nl/doc/355886",355886,"http://portal.xpertburgerzaken.nl/doc/266852",266852,"http://portal.xpertburgerzaken.nl/doc/355902",355902,"http://portal.xpertburgerzaken.nl/doc/355912",355912,"http://portal.xpertburgerzaken.nl/doc/311010",311010,"http://portal.xpertburgerzaken.nl/doc/266850",266850,"http://portal.xpertburgerzaken.nl/doc/266854",266854,"http://portal.xpertburgerzaken.nl/doc/275832",275832,"http://portal.xpertburgerzaken.nl/doc/339572",339572,
445,"Kiribatische",8027,"Kiribati","Kiribati","http://portal.xpertburgerzaken.nl/doc/355974",355974,"http://portal.xpertburgerzaken.nl/doc/266865",266865,"http://portal.xpertburgerzaken.nl/doc/355991",355991,"http://portal.xpertburgerzaken.nl/doc/356001",356001,"http://portal.xpertburgerzaken.nl/doc/311012",311012,"http://portal.xpertburgerzaken.nl/doc/266863",266863,"http://portal.xpertburgerzaken.nl/doc/266867",266867,"http://portal.xpertburgerzaken.nl/doc/275920",275920,"http://portal.xpertburgerzaken.nl/doc/339575",339575,
320,"Koeweitse",7045,"Koeweit","Koeweit","http://portal.xpertburgerzaken.nl/doc/356019",356019,"http://portal.xpertburgerzaken.nl/doc/266878",266878,"http://portal.xpertburgerzaken.nl/doc/356036",356036,"http://portal.xpertburgerzaken.nl/doc/356046",356046,"http://portal.xpertburgerzaken.nl/doc/311014",311014,"http://portal.xpertburgerzaken.nl/doc/266876",266876,"http://portal.xpertburgerzaken.nl/doc/266880",266880,"http://portal.xpertburgerzaken.nl/doc/275963",275963,"http://portal.xpertburgerzaken.nl/doc/339577",339577,
87,"Burger van Kosovo",5105,"Kosovo","Kosovo","http://portal.xpertburgerzaken.nl/doc/356064",356064,"http://portal.xpertburgerzaken.nl/doc/266891",266891,"http://portal.xpertburgerzaken.nl/doc/356080",356080,"http://portal.xpertburgerzaken.nl/doc/356090",356090,"http://portal.xpertburgerzaken.nl/doc/311018",311018,"http://portal.xpertburgerzaken.nl/doc/266889",266889,"http://portal.xpertburgerzaken.nl/doc/266893",266893,"http://portal.xpertburgerzaken.nl/doc/275986",275986,"http://portal.xpertburgerzaken.nl/doc/339583",339583,
43,"Burger van Kroatië",5051,"Kroatië","Kroatië","http://portal.xpertburgerzaken.nl/doc/356108",356108,"http://portal.xpertburgerzaken.nl/doc/266904",266904,"http://portal.xpertburgerzaken.nl/doc/356124",356124,"http://portal.xpertburgerzaken.nl/doc/356134",356134,"http://portal.xpertburgerzaken.nl/doc/311021",311021,"http://portal.xpertburgerzaken.nl/doc/266902",266902,"http://portal.xpertburgerzaken.nl/doc/266906",266906,"http://portal.xpertburgerzaken.nl/doc/276010",276010,"http://portal.xpertburgerzaken.nl/doc/339603",339603,
